filename,source,point_size
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_48_pos_16_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_48_pos_20_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_48_pos_8_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_52_pos_7_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_59_pos_36_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_62_pos_13_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_68_pos_10_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_68_pos_11_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_68_pos_13_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_68_pos_17_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_68_pos_26_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_68_pos_44_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_68_pos_7_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_72_pos_17_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_72_pos_37_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_72_pos_6_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_76_pos_3_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_85_pos_40_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_85_pos_44_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_85_pos_56_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_88_pos_9_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_91_pos_8_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_94_pos_11_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_94_pos_17_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_94_pos_31_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_94_pos_63_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_96_pos_32_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_96_pos_40_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00002-000-00001_500dpi_2ndhalf_line_96_pos_8_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_1sthalf_line_13_pos_33_RLC m.png,Specimen sheets,20_Double_Pica
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_1sthalf_line_13_pos_39_RLC m.png,Specimen sheets,20_Double_Pica
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_1sthalf_line_13_pos_8_RLC m.png,Specimen sheets,20_Double_Pica
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_1sthalf_line_17_pos_14_RLC m.png,Specimen sheets,20_Double_Pica
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_1sthalf_line_17_pos_22_RLC m.png,Specimen sheets,20_Double_Pica
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_1sthalf_line_9_pos_30_RLC m.png,Specimen sheets,20_Double_Pica
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_13_pos_18_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_13_pos_40_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_13_pos_48_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_18_pos_14_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_18_pos_17_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_18_pos_18_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_18_pos_20_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_18_pos_24_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_18_pos_33_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_18_pos_48_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_2_pos_10_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_25_pos_20_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_25_pos_32_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_25_pos_9_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_26_pos_2_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_26_pos_5_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_30_pos_17_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_41_pos_9_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_46_pos_23_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_46_pos_9_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_48_pos_7_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_53_pos_27_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_53_pos_3_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_53_pos_30_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_53_pos_31_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_53_pos_33_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_59_pos_13_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_59_pos_4_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_65_pos_22_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_76_pos_15_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_76_pos_7_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_8_pos_33_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_8_pos_41_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_80_pos_12_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_80_pos_26_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_80_pos_34_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_80_pos_6_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_84_pos_20_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_84_pos_23_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_84_pos_24_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_84_pos_26_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_89_pos_31_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_89_pos_35_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00006-000-00001_500dpi_2ndhalf_line_89_pos_6_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_11_pos_14_RLC m.png,Specimen sheets,20_Double_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_11_pos_22_RLC m.png,Specimen sheets,20_Double_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_14_pos_24_RLC m.png,Specimen sheets,20_Double_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_18_pos_27_RLC m.png,Specimen sheets,16_Great_Primer
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_23_pos_10_RLC m.png,Specimen sheets,16_Great_Primer
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_25_pos_34_RLC m.png,Specimen sheets,16_Great_Primer
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_25_pos_5_RLC m.png,Specimen sheets,16_Great_Primer
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_32_pos_11_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_32_pos_3_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_32_pos_34_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_33_pos_19_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_33_pos_27_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_33_pos_5_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_34_pos_14_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_34_pos_17_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_34_pos_21_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_34_pos_25_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_34_pos_34_RLC m.png,Specimen sheets,14_English
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_39_pos_33_RLC m.png,Specimen sheets,12_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_40_pos_33_RLC m.png,Specimen sheets,12_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_40_pos_38_RLC m.png,Specimen sheets,12_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_40_pos_8_RLC m.png,Specimen sheets,12_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_41_pos_14_RLC m.png,Specimen sheets,12_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_41_pos_22_RLC m.png,Specimen sheets,12_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_42_pos_13_RLC m.png,Specimen sheets,12_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_42_pos_22_RLC m.png,Specimen sheets,12_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_42_pos_3_RLC m.png,Specimen sheets,12_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_42_pos_37_RLC m.png,Specimen sheets,12_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_42_pos_6_RLC m.png,Specimen sheets,12_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_42_pos_7_RLC m.png,Specimen sheets,12_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_42_pos_9_RLC m.png,Specimen sheets,12_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_43_pos_19_RLC m.png,Specimen sheets,12_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_43_pos_30_RLC m.png,Specimen sheets,12_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_43_pos_5_RLC m.png,Specimen sheets,12_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_1sthalf_line_43_pos_9_RLC m.png,Specimen sheets,12_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_101_pos_8_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_108_pos_20_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_108_pos_40_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_108_pos_65_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_108_pos_76_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_108_pos_9_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_121_pos_44_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_121_pos_48_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_125_pos_32_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_125_pos_43_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_125_pos_60_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_135_pos_15_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_137_pos_4_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_137_pos_42_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_139_pos_10_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_139_pos_11_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_139_pos_13_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_139_pos_17_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_139_pos_26_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_139_pos_29_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_141_pos_11_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_141_pos_4_RLC m.png,Specimen sheets,08_Brevier
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_152_pos_33_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_154_pos_26_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_154_pos_4_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_155_pos_32_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_155_pos_38_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_155_pos_47_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_155_pos_8_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_157_pos_13_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_157_pos_21_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_157_pos_57_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_157_pos_81_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_159_pos_13_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_159_pos_22_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_159_pos_3_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_159_pos_38_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_159_pos_45_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_159_pos_7_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_159_pos_9_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_161_pos_19_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_161_pos_31_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_161_pos_4_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_161_pos_51_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_161_pos_8_RLC m.png,Specimen sheets,06_Nonpareil
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_17_pos_27_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_17_pos_33_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_17_pos_48_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_21_pos_39_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_21_pos_46_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_21_pos_55_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_28_pos_15_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_28_pos_23_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_28_pos_27_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_28_pos_50_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_31_pos_15_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_31_pos_56_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_56_pos_16_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_56_pos_21_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_56_pos_44_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_6_pos_43_RLC m.png,Specimen sheets,10_Small_Pica
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_61_pos_19_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_61_pos_24_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_61_pos_32_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_66_pos_1_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_66_pos_12_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_66_pos_21_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_66_pos_32_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_66_pos_52_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_66_pos_9_RLC m.png,Specimen sheets,09_Long_Primer
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_77_pos_29_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_83_pos_15_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_89_pos_107_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_89_pos_15_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_89_pos_21_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_89_pos_36_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_89_pos_98_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_96_pos_10_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_96_pos_12_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_96_pos_13_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_96_pos_15_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_96_pos_76_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_96_pos_80_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_96_pos_81_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_96_pos_83_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_96_pos_87_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROADSIDES-B-00076-00008-000-00001_500dpi_2ndhalf_line_96_pos_98_RLC m.png,Specimen sheets,08.5_Burgeois
PR-BROXBOURNE-B-00052-000-00001_500dpi_1sthalf_line_10_pos_16_RLC m.png,Specimen sheets,?_size1
PR-BROXBOURNE-B-00052-000-00001_500dpi_1sthalf_line_12_pos_4_RLC m.png,Specimen sheets,?_size1
PR-BROXBOURNE-B-00052-000-00001_500dpi_1sthalf_line_16_pos_1_RLC m.png,Specimen sheets,?_size1
PR-BROXBOURNE-B-00052-000-00001_500dpi_1sthalf_line_16_pos_5_RLC m.png,Specimen sheets,?_size1
PR-BROXBOURNE-B-00052-000-00001_500dpi_1sthalf_line_18_pos_19_RLC m.png,Specimen sheets,?_size1
PR-BROXBOURNE-B-00052-000-00001_500dpi_1sthalf_line_18_pos_3_RLC m.png,Specimen sheets,?_size1
